sample_index,y_true,basemodel_pred,cancer_expert_pred,changed,recovered_stroma_false_negative,new_stroma_false_positive,true_epithelium_changed_to_stroma
3719,1,1,1,False,False,False,False
3720,2,2,2,False,False,False,False
3721,8,8,8,False,False,False,False
3722,1,1,1,False,False,False,False
3723,3,3,3,False,False,False,False
3724,8,8,8,False,False,False,False
3725,5,5,5,False,False,False,False
3726,0,5,5,False,False,False,False
3727,4,4,4,False,False,False,False
3728,4,4,4,False,False,False,False
3729,2,2,2,False,False,False,False
3730,3,3,3,False,False,False,False
3731,7,7,7,False,False,False,False
3732,5,5,5,False,False,False,False
3733,0,0,0,False,False,False,False
3734,4,4,4,False,False,False,False
3735,4,4,4,False,False,False,False
3736,0,0,0,False,False,False,False
3737,1,1,1,False,False,False,False
3738,4,4,4,False,False,False,False
3739,0,5,5,False,False,False,False
3740,0,0,0,False,False,False,False
3741,0,0,0,False,False,False,False
3742,0,0,0,False,False,False,False
3743,7,5,7,True,True,False,False
3744,4,4,4,False,False,False,False
3745,3,3,3,False,False,False,False
3746,6,6,6,False,False,False,False
3747,8,8,8,False,False,False,False
3748,4,5,5,False,False,False,False
3749,4,4,4,False,False,False,False
3750,4,4,4,False,False,False,False
3751,4,4,4,False,False,False,False
3752,6,6,6,False,False,False,False
3753,3,3,3,False,False,False,False
3754,7,5,7,True,True,False,False
3755,2,2,2,False,False,False,False
3756,0,5,5,False,False,False,False
3757,4,4,4,False,False,False,False
3758,1,1,1,False,False,False,False
3759,8,8,8,False,False,False,False
3760,5,5,5,False,False,False,False
3761,0,0,0,False,False,False,False
3762,4,4,4,False,False,False,False
3763,5,8,7,True,False,True,False
3764,0,0,0,False,False,False,False
3765,1,1,1,False,False,False,False
3766,1,1,1,False,False,False,False
3767,1,1,1,False,False,False,False
3768,1,1,1,False,False,False,False
3769,8,8,8,False,False,False,False
3770,7,5,7,True,True,False,False
3771,8,8,8,False,False,False,False
3772,8,8,8,False,False,False,False
3773,3,3,3,False,False,False,False
3774,0,0,0,False,False,False,False
3775,0,0,0,False,False,False,False
3776,6,6,6,False,False,False,False
3777,8,8,8,False,False,False,False
3778,5,4,4,False,False,False,False
3779,4,4,4,False,False,False,False
3780,1,1,1,False,False,False,False
3781,8,8,8,False,False,False,False
3782,3,3,3,False,False,False,False
3783,8,8,8,False,False,False,False
3784,8,8,8,False,False,False,False
3785,0,0,0,False,False,False,False
3786,4,4,4,False,False,False,False
3787,4,4,4,False,False,False,False
3788,6,6,6,False,False,False,False
3789,5,5,5,False,False,False,False
3790,8,8,8,False,False,False,False
3791,8,8,8,False,False,False,False
3792,6,8,8,False,False,False,False
3793,0,0,0,False,False,False,False
3794,1,1,1,False,False,False,False
3795,0,0,0,False,False,False,False
3796,8,8,8,False,False,False,False
3797,0,0,0,False,False,False,False
3798,1,1,1,False,False,False,False
3799,1,1,1,False,False,False,False
3800,0,0,0,False,False,False,False
3801,3,3,3,False,False,False,False
3802,0,0,0,False,False,False,False
3803,8,8,8,False,False,False,False
3804,4,6,6,False,False,False,False
3805,2,2,2,False,False,False,False
3806,0,5,5,False,False,False,False
3807,5,5,5,False,False,False,False
3808,6,6,6,False,False,False,False
3809,4,4,4,False,False,False,False
3810,3,3,3,False,False,False,False
3811,4,4,4,False,False,False,False
3812,4,4,4,False,False,False,False
3813,5,5,5,False,False,False,False
3814,6,6,6,False,False,False,False
3815,0,0,0,False,False,False,False
3816,8,8,8,False,False,False,False
3817,1,1,1,False,False,False,False
3818,0,0,0,False,False,False,False
3819,5,5,5,False,False,False,False
3820,5,5,5,False,False,False,False
3821,3,3,3,False,False,False,False
3822,6,6,6,False,False,False,False
3823,0,0,0,False,False,False,False
3824,0,0,0,False,False,False,False
3825,2,2,2,False,False,False,False
3826,8,8,8,False,False,False,False
3827,4,4,4,False,False,False,False
3828,8,8,8,False,False,False,False
3829,6,3,3,False,False,False,False
3830,1,1,1,False,False,False,False
3831,0,5,5,False,False,False,False
3832,7,7,7,False,False,False,False
3833,8,8,8,False,False,False,False
3834,5,5,5,False,False,False,False
3835,4,4,4,False,False,False,False
3836,3,3,3,False,False,False,False
3837,7,7,7,False,False,False,False
3838,8,8,8,False,False,False,False
3839,6,6,6,False,False,False,False
3840,8,8,8,False,False,False,False
3841,2,2,2,False,False,False,False
3842,2,2,2,False,False,False,False
3843,8,8,8,False,False,False,False
3844,2,2,2,False,False,False,False
3845,3,3,3,False,False,False,False
3846,8,8,8,False,False,False,False
3847,8,8,8,False,False,False,False
3848,0,5,5,False,False,False,False
3849,1,1,1,False,False,False,False
3850,8,8,8,False,False,False,False
3851,5,5,5,False,False,False,False
3852,8,8,8,False,False,False,False
3853,4,4,4,False,False,False,False
3854,8,8,8,False,False,False,False
3855,4,4,4,False,False,False,False
3856,0,0,0,False,False,False,False
3857,6,6,6,False,False,False,False
3858,4,4,4,False,False,False,False
3859,8,8,8,False,False,False,False
3860,1,1,1,False,False,False,False
3861,4,4,4,False,False,False,False
3862,8,8,8,False,False,False,False
3863,2,2,2,False,False,False,False
3864,0,0,0,False,False,False,False
3865,0,0,0,False,False,False,False
3866,1,1,1,False,False,False,False
3867,4,4,4,False,False,False,False
3868,0,0,0,False,False,False,False
3869,3,3,3,False,False,False,False
3870,0,0,0,False,False,False,False
3871,8,8,8,False,False,False,False
3872,4,4,4,False,False,False,False
3873,4,4,4,False,False,False,False
3874,5,5,5,False,False,False,False
3875,5,5,5,False,False,False,False
3876,7,7,7,False,False,False,False
3877,4,4,4,False,False,False,False
3878,8,8,8,False,False,False,False
3879,5,5,5,False,False,False,False
3880,4,4,4,False,False,False,False
3881,5,5,5,False,False,False,False
3882,1,1,1,False,False,False,False
3883,5,5,5,False,False,False,False
3884,0,0,0,False,False,False,False
3885,8,8,8,False,False,False,False
3886,0,0,0,False,False,False,False
3887,0,5,5,False,False,False,False
3888,8,8,8,False,False,False,False
3889,0,0,0,False,False,False,False
3890,5,5,5,False,False,False,False
3891,8,8,8,False,False,False,False
3892,8,8,8,False,False,False,False
3893,5,4,4,False,False,False,False
3894,4,4,4,False,False,False,False
3895,1,1,1,False,False,False,False
3896,0,0,0,False,False,False,False
3897,3,3,3,False,False,False,False
3898,6,8,8,False,False,False,False
3899,7,7,7,False,False,False,False
3900,8,8,8,False,False,False,False
3901,4,4,4,False,False,False,False
3902,5,5,5,False,False,False,False
3903,6,6,6,False,False,False,False
3904,5,5,5,False,False,False,False
3905,6,6,6,False,False,False,False
3906,2,2,2,False,False,False,False
3907,4,4,4,False,False,False,False
3908,6,6,6,False,False,False,False
3909,4,4,4,False,False,False,False
3910,8,8,8,False,False,False,False
3911,1,1,1,False,False,False,False
3912,8,8,8,False,False,False,False
3913,1,1,1,False,False,False,False
3914,4,7,7,False,False,False,False
3915,2,2,2,False,False,False,False
3916,5,5,5,False,False,False,False
3917,0,0,0,False,False,False,False
3918,8,8,8,False,False,False,False
3919,6,6,6,False,False,False,False
3920,4,4,4,False,False,False,False
3921,3,3,3,False,False,False,False
3922,2,2,2,False,False,False,False
3923,6,6,6,False,False,False,False
3924,0,0,0,False,False,False,False
3925,1,1,1,False,False,False,False
3926,4,4,4,False,False,False,False
3927,8,8,8,False,False,False,False
3928,4,4,4,False,False,False,False
3929,0,0,0,False,False,False,False
3930,6,6,6,False,False,False,False
3931,0,0,0,False,False,False,False
3932,2,2,2,False,False,False,False
3933,4,4,4,False,False,False,False
3934,1,1,1,False,False,False,False
3935,4,4,4,False,False,False,False
3936,7,8,7,True,True,False,False
3937,7,7,7,False,False,False,False
3938,1,1,1,False,False,False,False
3939,1,1,1,False,False,False,False
3940,4,4,4,False,False,False,False
3941,8,8,8,False,False,False,False
3942,0,0,0,False,False,False,False
3943,1,1,1,False,False,False,False
3944,0,0,0,False,False,False,False
3945,8,8,8,False,False,False,False
3946,6,6,6,False,False,False,False
3947,3,3,3,False,False,False,False
3948,8,8,8,False,False,False,False
3949,1,1,1,False,False,False,False
3950,8,8,8,False,False,False,False
3951,7,7,7,False,False,False,False
3952,0,0,0,False,False,False,False
3953,3,3,3,False,False,False,False
3954,5,5,5,False,False,False,False
3955,0,0,0,False,False,False,False
3956,6,6,6,False,False,False,False
3957,5,5,5,False,False,False,False
3958,4,4,4,False,False,False,False
3959,1,1,1,False,False,False,False
3960,6,6,6,False,False,False,False
3961,7,7,7,False,False,False,False
3962,4,4,4,False,False,False,False
3963,5,5,5,False,False,False,False
3964,0,0,0,False,False,False,False
3965,5,5,5,False,False,False,False
3966,6,6,6,False,False,False,False
3967,8,8,8,False,False,False,False
3968,4,4,4,False,False,False,False
3969,2,2,2,False,False,False,False
3970,1,1,1,False,False,False,False
3971,0,0,0,False,False,False,False
3972,3,3,3,False,False,False,False
3973,6,8,8,False,False,False,False
3974,5,5,5,False,False,False,False
3975,8,8,8,False,False,False,False
3976,4,4,4,False,False,False,False
3977,1,1,1,False,False,False,False
3978,7,7,7,False,False,False,False
3979,0,0,0,False,False,False,False
3980,6,6,6,False,False,False,False
3981,3,3,3,False,False,False,False
3982,0,0,0,False,False,False,False
3983,3,3,3,False,False,False,False
3984,8,8,8,False,False,False,False
3985,0,0,0,False,False,False,False
3986,0,0,0,False,False,False,False
3987,5,5,5,False,False,False,False
3988,4,4,4,False,False,False,False
3989,0,0,0,False,False,False,False
3990,0,5,5,False,False,False,False
3991,8,8,8,False,False,False,False
3992,3,3,3,False,False,False,False
3993,8,8,8,False,False,False,False
3994,6,6,6,False,False,False,False
3995,6,8,8,False,False,False,False
3996,8,5,7,True,False,True,False
3997,6,8,8,False,False,False,False
3998,6,6,6,False,False,False,False
3999,0,0,0,False,False,False,False
4000,4,4,4,False,False,False,False
4001,6,6,6,False,False,False,False
4002,8,8,8,False,False,False,False
4003,1,1,1,False,False,False,False
4004,1,1,1,False,False,False,False
4005,3,3,3,False,False,False,False
4006,4,4,4,False,False,False,False
4007,5,5,5,False,False,False,False
4008,8,8,8,False,False,False,False
4009,0,0,0,False,False,False,False
4010,1,1,1,False,False,False,False
4011,0,0,0,False,False,False,False
4012,1,1,1,False,False,False,False
4013,4,4,4,False,False,False,False
4014,4,4,4,False,False,False,False
4015,8,8,8,False,False,False,False
4016,0,0,0,False,False,False,False
4017,1,1,1,False,False,False,False
4018,8,8,8,False,False,False,False
4019,0,0,0,False,False,False,False
4020,3,3,3,False,False,False,False
4021,7,7,7,False,False,False,False
4022,1,1,1,False,False,False,False
4023,5,5,5,False,False,False,False
4024,1,1,1,False,False,False,False
4025,8,8,8,False,False,False,False
4026,3,3,3,False,False,False,False
4027,0,0,0,False,False,False,False
4028,4,4,4,False,False,False,False
4029,8,8,8,False,False,False,False
4030,1,1,1,False,False,False,False
4031,8,8,8,False,False,False,False
4032,8,8,8,False,False,False,False
4033,2,2,2,False,False,False,False
4034,3,3,3,False,False,False,False
4035,8,8,8,False,False,False,False
4036,1,1,1,False,False,False,False
4037,4,4,4,False,False,False,False
4038,6,3,3,False,False,False,False
4039,3,3,3,False,False,False,False
4040,3,3,3,False,False,False,False
4041,5,5,5,False,False,False,False
4042,4,4,4,False,False,False,False
4043,8,8,8,False,False,False,False
4044,0,0,0,False,False,False,False
4045,0,0,0,False,False,False,False
4046,5,5,5,False,False,False,False
4047,0,0,0,False,False,False,False
4048,6,6,6,False,False,False,False
4049,6,7,7,False,False,False,False
4050,4,4,4,False,False,False,False
4051,1,1,1,False,False,False,False
4052,8,8,8,False,False,False,False
4053,0,0,0,False,False,False,False
4054,6,6,6,False,False,False,False
4055,7,7,7,False,False,False,False
4056,3,3,3,False,False,False,False
4057,7,5,7,True,True,False,False
4058,4,4,4,False,False,False,False
4059,7,8,7,True,True,False,False
4060,8,8,8,False,False,False,False
4061,2,2,2,False,False,False,False
4062,6,6,6,False,False,False,False
4063,1,1,1,False,False,False,False
4064,0,5,5,False,False,False,False
4065,0,0,0,False,False,False,False
4066,7,7,7,False,False,False,False
4067,0,0,0,False,False,False,False
4068,5,5,5,False,False,False,False
4069,3,3,3,False,False,False,False
4070,8,8,8,False,False,False,False
4071,5,5,5,False,False,False,False
4072,6,8,8,False,False,False,False
4073,8,8,8,False,False,False,False
4074,0,5,5,False,False,False,False
4075,1,1,1,False,False,False,False
4076,3,3,3,False,False,False,False
4077,2,2,2,False,False,False,False
4078,6,6,6,False,False,False,False
4079,8,8,8,False,False,False,False
4080,1,1,1,False,False,False,False
4081,2,2,2,False,False,False,False
4082,0,0,0,False,False,False,False
4083,0,0,0,False,False,False,False
4084,0,0,0,False,False,False,False
4085,4,4,4,False,False,False,False
4086,0,0,0,False,False,False,False
4087,6,8,7,True,False,True,False
4088,4,6,6,False,False,False,False
4089,1,1,1,False,False,False,False
4090,7,8,7,True,True,False,False
4091,6,6,6,False,False,False,False
4092,4,4,4,False,False,False,False
4093,7,5,7,True,True,False,False
4094,1,1,1,False,False,False,False
4095,4,4,4,False,False,False,False
4096,5,5,5,False,False,False,False
4097,6,6,6,False,False,False,False
4098,8,8,8,False,False,False,False
4099,6,6,6,False,False,False,False
4100,8,8,8,False,False,False,False
4101,0,5,5,False,False,False,False
4102,0,5,5,False,False,False,False
4103,5,5,5,False,False,False,False
4104,7,7,7,False,False,False,False
4105,6,6,6,False,False,False,False
4106,8,8,8,False,False,False,False
4107,6,6,6,False,False,False,False
4108,0,0,0,False,False,False,False
4109,0,0,0,False,False,False,False
4110,1,1,1,False,False,False,False
4111,6,6,6,False,False,False,False
4112,0,5,5,False,False,False,False
4113,0,5,5,False,False,False,False
4114,2,2,2,False,False,False,False
4115,0,0,0,False,False,False,False
4116,7,2,7,True,True,False,False
4117,0,0,0,False,False,False,False
4118,4,4,4,False,False,False,False
4119,4,4,4,False,False,False,False
4120,6,6,6,False,False,False,False
4121,4,0,0,False,False,False,False
4122,6,6,6,False,False,False,False
4123,6,6,6,False,False,False,False
4124,8,8,8,False,False,False,False
4125,8,8,8,False,False,False,False
4126,5,5,5,False,False,False,False
4127,6,3,3,False,False,False,False
4128,4,4,4,False,False,False,False
4129,8,8,8,False,False,False,False
4130,3,3,3,False,False,False,False
4131,8,8,8,False,False,False,False
4132,5,5,5,False,False,False,False
4133,7,8,7,True,True,False,False
4134,6,6,6,False,False,False,False
4135,5,5,5,False,False,False,False
4136,8,8,8,False,False,False,False
4137,7,7,7,False,False,False,False
4138,3,3,3,False,False,False,False
4139,3,3,3,False,False,False,False
4140,2,2,2,False,False,False,False
4141,8,8,8,False,False,False,False
4142,2,2,2,False,False,False,False
4143,0,0,0,False,False,False,False
4144,5,5,5,False,False,False,False
4145,8,8,8,False,False,False,False
4146,1,1,1,False,False,False,False
4147,7,7,7,False,False,False,False
4148,3,3,3,False,False,False,False
4149,6,6,6,False,False,False,False
4150,4,4,4,False,False,False,False
4151,6,6,6,False,False,False,False
4152,6,6,6,False,False,False,False
4153,4,4,4,False,False,False,False
4154,0,0,0,False,False,False,False
4155,0,0,0,False,False,False,False
4156,6,3,3,False,False,False,False
4157,5,5,5,False,False,False,False
4158,4,4,4,False,False,False,False
4159,5,5,5,False,False,False,False
4160,5,5,5,False,False,False,False
4161,4,4,4,False,False,False,False
4162,7,7,7,False,False,False,False
4163,2,2,2,False,False,False,False
4164,1,1,1,False,False,False,False
4165,3,3,3,False,False,False,False
4166,0,5,5,False,False,False,False
4167,0,0,0,False,False,False,False
4168,8,8,8,False,False,False,False
4169,0,0,0,False,False,False,False
4170,4,4,4,False,False,False,False
4171,0,0,0,False,False,False,False
4172,4,4,4,False,False,False,False
4173,8,8,8,False,False,False,False
4174,5,1,1,False,False,False,False
4175,3,3,3,False,False,False,False
4176,6,6,6,False,False,False,False
4177,0,0,0,False,False,False,False
4178,0,0,0,False,False,False,False
4179,8,8,8,False,False,False,False
4180,3,3,3,False,False,False,False
4181,7,7,7,False,False,False,False
4182,0,0,0,False,False,False,False
4183,8,8,8,False,False,False,False
4184,5,5,5,False,False,False,False
4185,1,1,1,False,False,False,False
4186,0,0,0,False,False,False,False
4187,0,0,0,False,False,False,False
4188,7,7,7,False,False,False,False
4189,0,0,0,False,False,False,False
4190,0,5,5,False,False,False,False
4191,0,0,0,False,False,False,False
4192,1,1,1,False,False,False,False
4193,8,8,8,False,False,False,False
4194,6,6,6,False,False,False,False
4195,2,2,2,False,False,False,False
4196,0,5,5,False,False,False,False
4197,7,8,8,False,False,False,False
4198,0,0,0,False,False,False,False
4199,3,3,3,False,False,False,False
4200,5,5,5,False,False,False,False
4201,4,4,4,False,False,False,False
4202,2,2,2,False,False,False,False
4203,5,5,5,False,False,False,False
4204,0,5,5,False,False,False,False
4205,3,3,3,False,False,False,False
4206,2,2,2,False,False,False,False
4207,8,8,8,False,False,False,False
4208,8,8,8,False,False,False,False
4209,4,4,4,False,False,False,False
4210,4,4,4,False,False,False,False
4211,0,0,0,False,False,False,False
4212,4,4,4,False,False,False,False
4213,7,7,7,False,False,False,False
4214,7,7,7,False,False,False,False
4215,4,4,4,False,False,False,False
4216,2,2,2,False,False,False,False
4217,6,6,6,False,False,False,False
4218,3,3,3,False,False,False,False
4219,3,3,3,False,False,False,False
4220,4,6,6,False,False,False,False
4221,3,3,3,False,False,False,False
4222,5,5,5,False,False,False,False
4223,1,1,1,False,False,False,False
4224,0,0,0,False,False,False,False
4225,8,8,8,False,False,False,False
4226,6,8,8,False,False,False,False
4227,1,1,1,False,False,False,False
4228,4,4,4,False,False,False,False
4229,4,4,4,False,False,False,False
4230,2,2,2,False,False,False,False
4231,1,1,1,False,False,False,False
4232,6,6,6,False,False,False,False
4233,8,8,8,False,False,False,False
4234,0,0,0,False,False,False,False
4235,3,3,3,False,False,False,False
4236,2,2,2,False,False,False,False
4237,7,2,7,True,True,False,False
4238,7,7,7,False,False,False,False
4239,4,4,4,False,False,False,False
4240,0,5,5,False,False,False,False
4241,1,1,1,False,False,False,False
4242,0,0,0,False,False,False,False
4243,6,8,8,False,False,False,False
4244,4,4,4,False,False,False,False
4245,3,3,3,False,False,False,False
4246,0,0,0,False,False,False,False
4247,4,4,4,False,False,False,False
4248,6,6,6,False,False,False,False
4249,0,5,5,False,False,False,False
4250,6,6,6,False,False,False,False
4251,5,5,5,False,False,False,False
4252,2,2,2,False,False,False,False
4253,3,3,3,False,False,False,False
4254,2,2,2,False,False,False,False
4255,1,1,1,False,False,False,False
4256,8,8,8,False,False,False,False
4257,8,8,8,False,False,False,False
4258,5,5,5,False,False,False,False
4259,0,0,0,False,False,False,False
4260,8,8,8,False,False,False,False
4261,4,4,4,False,False,False,False
4262,7,8,7,True,True,False,False
4263,5,5,5,False,False,False,False
4264,0,0,0,False,False,False,False
4265,7,7,7,False,False,False,False
4266,6,6,6,False,False,False,False
4267,3,3,3,False,False,False,False
4268,8,8,8,False,False,False,False
4269,8,8,8,False,False,False,False
4270,5,5,5,False,False,False,False
4271,6,8,8,False,False,False,False
4272,4,4,4,False,False,False,False
4273,7,8,7,True,True,False,False
4274,8,8,8,False,False,False,False
4275,8,8,8,False,False,False,False
4276,8,8,8,False,False,False,False
4277,0,0,0,False,False,False,False
4278,8,8,8,False,False,False,False
4279,0,0,0,False,False,False,False
4280,4,4,4,False,False,False,False
4281,3,3,3,False,False,False,False
4282,2,2,2,False,False,False,False
4283,2,2,2,False,False,False,False
4284,0,0,0,False,False,False,False
4285,4,4,4,False,False,False,False
4286,2,2,2,False,False,False,False
4287,6,6,6,False,False,False,False
4288,3,3,3,False,False,False,False
4289,4,4,4,False,False,False,False
4290,6,8,8,False,False,False,False
4291,7,7,7,False,False,False,False
4292,4,4,4,False,False,False,False
4293,0,0,0,False,False,False,False
4294,4,4,4,False,False,False,False
4295,1,1,1,False,False,False,False
4296,4,4,4,False,False,False,False
4297,4,4,4,False,False,False,False
4298,1,1,1,False,False,False,False
4299,4,4,4,False,False,False,False
4300,8,8,8,False,False,False,False
4301,0,0,0,False,False,False,False
4302,0,0,0,False,False,False,False
4303,1,1,1,False,False,False,False
4304,4,4,4,False,False,False,False
4305,0,0,0,False,False,False,False
4306,4,4,4,False,False,False,False
4307,4,4,4,False,False,False,False
4308,3,3,3,False,False,False,False
4309,0,0,0,False,False,False,False
4310,4,4,4,False,False,False,False
4311,8,8,8,False,False,False,False
4312,7,7,7,False,False,False,False
4313,2,2,2,False,False,False,False
4314,6,6,6,False,False,False,False
4315,2,2,2,False,False,False,False
4316,8,8,8,False,False,False,False
4317,0,5,5,False,False,False,False
4318,4,4,4,False,False,False,False
4319,0,0,0,False,False,False,False
4320,5,5,5,False,False,False,False
4321,5,5,5,False,False,False,False
4322,8,8,8,False,False,False,False
4323,6,6,6,False,False,False,False
4324,6,6,6,False,False,False,False
4325,2,2,2,False,False,False,False
4326,0,0,0,False,False,False,False
4327,4,4,4,False,False,False,False
4328,0,0,0,False,False,False,False
4329,0,0,0,False,False,False,False
4330,3,3,3,False,False,False,False
4331,4,4,4,False,False,False,False
4332,8,8,8,False,False,False,False
4333,3,3,3,False,False,False,False
4334,0,0,0,False,False,False,False
4335,4,4,4,False,False,False,False
4336,6,6,6,False,False,False,False
4337,0,0,0,False,False,False,False
4338,3,3,3,False,False,False,False
4339,6,6,6,False,False,False,False
4340,7,7,7,False,False,False,False
4341,5,5,5,False,False,False,False
4342,0,0,0,False,False,False,False
4343,7,7,7,False,False,False,False
4344,8,8,8,False,False,False,False
4345,1,1,1,False,False,False,False
4346,1,1,1,False,False,False,False
4347,8,8,8,False,False,False,False
4348,4,4,4,False,False,False,False
4349,8,8,8,False,False,False,False
4350,5,5,5,False,False,False,False
4351,4,4,4,False,False,False,False
4352,6,3,3,False,False,False,False
4353,0,0,0,False,False,False,False
4354,4,4,4,False,False,False,False
4355,0,5,5,False,False,False,False
4356,6,6,6,False,False,False,False
4357,1,1,1,False,False,False,False
4358,1,1,1,False,False,False,False
4359,6,6,6,False,False,False,False
4360,8,8,8,False,False,False,False
4361,0,0,0,False,False,False,False
4362,6,6,6,False,False,False,False
4363,7,7,7,False,False,False,False
4364,1,1,1,False,False,False,False
4365,4,4,4,False,False,False,False
4366,4,4,4,False,False,False,False
4367,0,0,0,False,False,False,False
4368,8,8,8,False,False,False,False
4369,8,8,8,False,False,False,False
4370,8,8,8,False,False,False,False
4371,4,4,4,False,False,False,False
4372,8,8,8,False,False,False,False
4373,6,6,6,False,False,False,False
4374,1,1,1,False,False,False,False
4375,4,4,4,False,False,False,False
4376,7,7,7,False,False,False,False
4377,0,0,0,False,False,False,False
4378,6,6,6,False,False,False,False
4379,7,7,7,False,False,False,False
4380,3,3,3,False,False,False,False
4381,1,1,1,False,False,False,False
4382,8,8,8,False,False,False,False
4383,2,2,2,False,False,False,False
4384,8,8,8,False,False,False,False
4385,6,6,6,False,False,False,False
4386,0,0,0,False,False,False,False
4387,7,7,7,False,False,False,False
4388,6,6,6,False,False,False,False
4389,8,8,8,False,False,False,False
4390,8,8,8,False,False,False,False
4391,6,8,8,False,False,False,False
4392,8,8,8,False,False,False,False
4393,8,8,8,False,False,False,False
4394,0,0,0,False,False,False,False
4395,4,4,4,False,False,False,False
4396,7,7,7,False,False,False,False
4397,8,8,8,False,False,False,False
4398,5,5,5,False,False,False,False
4399,8,8,8,False,False,False,False
4400,7,2,7,True,True,False,False
4401,8,8,8,False,False,False,False
4402,1,1,1,False,False,False,False
4403,4,4,4,False,False,False,False
4404,3,3,3,False,False,False,False
4405,1,1,1,False,False,False,False
4406,8,8,8,False,False,False,False
4407,3,3,3,False,False,False,False
4408,0,5,5,False,False,False,False
4409,7,8,8,False,False,False,False
4410,3,3,3,False,False,False,False
4411,8,5,7,True,False,True,False
4412,8,8,8,False,False,False,False
4413,3,3,3,False,False,False,False
4414,4,4,4,False,False,False,False
4415,2,2,2,False,False,False,False
4416,1,1,1,False,False,False,False
4417,8,8,8,False,False,False,False
4418,1,1,1,False,False,False,False
4419,4,4,4,False,False,False,False
4420,2,2,2,False,False,False,False
4421,5,8,7,True,False,True,False
4422,4,4,4,False,False,False,False
4423,1,1,1,False,False,False,False
4424,3,3,3,False,False,False,False
4425,3,3,3,False,False,False,False
4426,1,1,1,False,False,False,False
4427,6,3,3,False,False,False,False
4428,3,3,3,False,False,False,False
4429,2,2,2,False,False,False,False
4430,2,2,2,False,False,False,False
4431,5,5,7,True,False,True,False
4432,0,0,0,False,False,False,False
4433,8,8,8,False,False,False,False
4434,4,4,4,False,False,False,False
4435,8,8,8,False,False,False,False
4436,2,2,2,False,False,False,False
4437,8,8,8,False,False,False,False
4438,1,1,1,False,False,False,False
4439,5,5,5,False,False,False,False
4440,6,6,6,False,False,False,False
4441,5,5,5,False,False,False,False
4442,6,6,6,False,False,False,False
4443,8,8,8,False,False,False,False
4444,0,0,0,False,False,False,False
4445,8,8,8,False,False,False,False
4446,0,0,0,False,False,False,False
4447,1,1,1,False,False,False,False
4448,8,8,8,False,False,False,False
4449,3,3,3,False,False,False,False
4450,0,0,0,False,False,False,False
4451,1,1,1,False,False,False,False
4452,0,5,5,False,False,False,False
4453,6,6,6,False,False,False,False
4454,8,8,8,False,False,False,False
4455,3,3,3,False,False,False,False
4456,0,0,0,False,False,False,False
4457,4,4,4,False,False,False,False
4458,2,2,2,False,False,False,False
4459,7,7,7,False,False,False,False
4460,3,3,3,False,False,False,False
4461,4,4,4,False,False,False,False
4462,2,2,2,False,False,False,False
4463,0,0,0,False,False,False,False
4464,1,1,1,False,False,False,False
4465,8,8,8,False,False,False,False
4466,7,7,7,False,False,False,False
4467,3,3,3,False,False,False,False
4468,0,0,0,False,False,False,False
4469,2,2,2,False,False,False,False
4470,1,1,1,False,False,False,False
4471,8,8,8,False,False,False,False
4472,8,8,8,False,False,False,False
4473,0,0,0,False,False,False,False
4474,6,6,6,False,False,False,False
4475,5,4,4,False,False,False,False
4476,8,8,8,False,False,False,False
4477,8,8,8,False,False,False,False
4478,8,8,8,False,False,False,False
4479,0,0,0,False,False,False,False
4480,7,7,7,False,False,False,False
4481,0,0,0,False,False,False,False
4482,0,3,3,False,False,False,False
4483,4,4,4,False,False,False,False
4484,4,4,4,False,False,False,False
4485,3,3,3,False,False,False,False
4486,3,3,3,False,False,False,False
4487,2,2,2,False,False,False,False
4488,4,0,0,False,False,False,False
4489,0,0,0,False,False,False,False
4490,8,8,8,False,False,False,False
4491,2,2,2,False,False,False,False
4492,1,1,1,False,False,False,False
4493,6,6,6,False,False,False,False
4494,5,5,5,False,False,False,False
4495,1,1,1,False,False,False,False
4496,1,1,1,False,False,False,False
4497,8,8,8,False,False,False,False
4498,1,1,1,False,False,False,False
4499,6,3,3,False,False,False,False
4500,5,5,5,False,False,False,False
4501,8,8,8,False,False,False,False
4502,4,4,4,False,False,False,False
4503,5,5,5,False,False,False,False
4504,3,3,3,False,False,False,False
4505,8,8,8,False,False,False,False
4506,3,3,3,False,False,False,False
4507,6,6,6,False,False,False,False
4508,7,5,7,True,True,False,False
4509,5,5,5,False,False,False,False
4510,5,5,5,False,False,False,False
4511,2,2,2,False,False,False,False
4512,8,8,8,False,False,False,False
4513,5,8,8,False,False,False,False
4514,0,0,0,False,False,False,False
4515,8,8,8,False,False,False,False
4516,4,4,4,False,False,False,False
4517,5,5,5,False,False,False,False
4518,3,3,3,False,False,False,False
4519,8,8,8,False,False,False,False
4520,8,8,8,False,False,False,False
4521,7,5,7,True,True,False,False
4522,2,2,2,False,False,False,False
4523,2,2,2,False,False,False,False
4524,6,6,6,False,False,False,False
4525,1,1,1,False,False,False,False
4526,3,3,3,False,False,False,False
4527,7,7,7,False,False,False,False
4528,2,2,2,False,False,False,False
4529,7,8,8,False,False,False,False
4530,8,8,8,False,False,False,False
4531,0,0,0,False,False,False,False
4532,8,8,8,False,False,False,False
4533,0,0,0,False,False,False,False
4534,5,5,5,False,False,False,False
4535,0,0,0,False,False,False,False
4536,3,3,3,False,False,False,False
4537,3,3,3,False,False,False,False
